OBJECTID,DescSeg,TipoPNV,CODIGO
11767,FINAL ÁREA INDÍGENA ARIPOANÃ - INÍCIO ÁREA INDÍGENA ARIPOANÃ,Implantada,317BAM0140
11768,INÍCIO ÁREA INDÍGENA ARIPOANÃ - FINAL ÁREA INDÍGENA BOCA DO ACRE,Implantada,317BAM0150
11769,FINAL ÁREA INDÍGENA BOCA DO ACRE - DIV AM/AC,Implantada,317BAM0160
11770,,,125EPA010
11771,,,125EPA020
11772,ENTR PA-125/263 (GURUPIZINHO) - ENTR PA-256 (P/PARAGOMINAS),Pavimentada,010BPA0530
11773,,,140EPA010
11774,,,140EPA020
11775,,,140EPA030
11776,,,125EPA030
11777,,,263EPA010
11778,ENTR. PA-451 (CANINDE) - ENTR. PA-140,Implantada,256EPA0170
11779,,,140EPA040
11780,,,108EPA010
11781,,,256EPA010
11782,,,256EPA020
11783,,,252EPA010
11784,,,252EPA020
11785,,,252EPA030
11786,ENTR. PA-242 (TAURI) - ENTR. BR-306,Implantada,102EPA0010
11787,CAMPINHO - ENTR. BR-316,Implantada,112EPA0050
11788,ENTR. PA-242 (BRAGANÇA) - MONTE NEGRO,Implantada,112EPA0010
11789,,,467EPA010
11790,,,467EPA020
11791,,,030EAP020
11792,,,160EAP040
11793,,,020EAP020
11794,,,140EAP050
11795,,,010EAP010
11796,,,480EAP010
11797,,,010EAP020
11798,,,440EAP010
11799,,,430EAP010
11800,Igarapé do Lago - ENTR BR-158,Implantada,130EAP5020
11801,,,020EAP030
11802,,,020EAP040
11803,,,010EAP030
11804,,,010EAP040
11805,,,280EAP020
11806,BARCARENA (CAFEZAL) - ACESSO A BARCARENA,Pavimentada,151EPA0010
11807,ACESSO A BARCARENA - ACESSO A ARAPARI,Implantada,151EPA0030
11808,ACESSO A ARAPARI - ENTR. PA-483,Pavimentada,151EPA0050
11809,,,483EPA010
11810,,,151EPA010
11811,,,481EPA010
11812,,,481EPA020
11813,ENTR. PA-483 - ENTR. PA-151 (BARCARENA),Pavimentada,481EPA0030
11814,ENTR. PA-151 - ENTR. PA-481,Pavimentada,483EPA0010
11815,ENTR. PA-483 - ENTR. PA-403,Pavimentada,151EPA0070
11816,ENTR. PA-403 - ENTR. PA-252(A) (COLONIA VELHA),Pavimentada,151EPA0090
11817,ABAETETUBA - ENTR. PA-151(A) (COLONIA VELHA),Pavimentada,252EPA0010
11818,ENTR. PA-151 - ENTR. PA-409 (BEJA),Em obras de pavimentação,403EPA0010
11819,ENTR. PA-252 (ABAETETUBA) - BEJA,Pavimentada,409EPA0010
11820,,,483EPA020
11821,BEJA - ENTR. PA-483,Implantada,481EPA0010
11822,,,110EAP030
11823,,,330EAP010
11824,,,450EAP010
11825,,,110EAP040
11826,,,330EAP020
11827,,,450EAP020
11828,,,280EAP030
11829,,,330EAP030
11830,,,450EAP030
11831,,,330EAP040
11832,,,280EAP040
11833,ENTR BR-158 - ENTR BR-210/BR-156 (PORTO GRANDE),Planejada,130EAP5030
11834,,,070EAP010
11835,,,340EAP010
11836,,,110EAP050
11837,,,070EAP020
11838,,,340EAP020
11839,,,340EAP030
11840,,,070EAP030
11841,,,070EAP040
11842,ENTR BR-210/BR-156 (PORTO GRANDE) - ENTR AP-425,Planejada,130EAP5040
11843,,,425EAP010
11844,,,425EAP020
11845,,,425EAP030
11846,,,020EAM010
11847,,,356EAM010
11848,,,360EAM010
11849,,,374EAM010
11850,,,378EAM010
11851,,,333EAM010
11852,,,329EAM010
11853,,,280EAM010
11854,,,170EAM010
11855,,,343EAM010
11856,,,254EAM010
11857,,,326EAM030
11858,,,175EAM010
11859,,,366EAM010
11860,,,366EAM020
11861,,,254EAM020
11862,,,254EAM030
11863,ENTR AP-020 - Igarapé do Lago,Planejada,130EAP5010
11864,AM-010 - Rio Puraquequara,,449EAM010
11865,,Implantada,363EAM5010
11866,ENTR AM-363 - Itacoatiara,Pavimentada,010EAM5040
11867,Rio Preto da Eva - ENTR AM-363,Pavimentada,010EAM5030
11868,,,070EAM010
11869,,,453EAM010
11870,ENTR BR-174 - ENTR AM-449,Pavimentada,010EAM5010
11871,,,352EAM010
11872,,,452EAM010
11873,ENTR AM-449 - Rio Preto da Eva,Pavimentada,010EAM5020
11874,,,354EAM010
11875,,,469EPA010
11876,,,469EPA020
11877,ENTR. PA-467 - ENTR. PA-469,Implantada,151EPA0190
11878,ENTR. PA-469 - ENTR. PA-471 (CASTELO),Implantada,151EPA0210
11879,ENTR. PA-471 (CASTELO) - ENTR. PA-256 (P/MOCAJUBA),Implantada,151EPA0230
11880,ENTR. PA-256 (P/MOCAJUBA) - BAIAO,Implantada,151EPA0250
11881,,,151EPA020
11882,ENTR. PA-151(B) - INICIO DA TRAVESSIA RIO MOJU,Pavimentada,252EPA0050
11883,ENTR. PA-252(B) - ENTR. PA-407 (MERUU),Pavimentada,151EPA0130
11884,FIM TRAVESSIA RIO GUAM- (BUJARU) - ENTR. PA-466 (CURVA),Em obras de pavimentação,140EPA0170
11885,ENTR. PA-466 (CURVA) - ENTR. PA-252 (A) (COMISS-RIO),Em obras de pavimentação,140EPA0190
11886,ENTR. PA-252 (A) (COMISS-RIO) - ENTR. PA-252 (CONCËRDIA DO PAR-),Pavimentada,140EPA0210
11887,FIM TRAVESSIA RIO ACARA - ENTR. PA-140(A) (COMISSARIO),Implantada,252EPA0170
11888,ENTR. PA-150 - INICIO TRAVESSIA RIO ACARA (ACARA),Implantada,252EPA0130
11889,ENTR. PA-427 (SÃO JOAO) - RIO MAICURU,Implantada,254EPA0250
11890,RIO MAICURU - ENTR. PA-423 (MIUDO/PLACAS),Implantada,254EPA0270
11891,ENTR. PA-423 (MIUDO/PLACAS) - LIMAO,Implantada,254EPA0290
11892,LIMAO - ENTR. PA-419 (JUTUARANA),Implantada,254EPA0310
11893,MULATA - ENTR. PA-254 (MIUDO/PLACAS),Implantada,423EPA0050
11894,ENTR. PA-425 - MULATA,Implantada,423EPA0030
11895,MONTE ALEGRE - ENTR. PA-425,Implantada,423EPA0010
11896,PRAINHA - ENTR. PA-254 (JUTURAMA),Implantada,419EPA0010
11897,ENTR. PA-419 (JUTUARANA) - RIO JAUARI,Implantada,254EPA0330
11898,RIO JAUARI - COMUNIDADE CUPIM,Leito Natural,254EPA0350
11899,ORIXIMINA - ENTR. BR-163/PA-254 (ONCAS),Implantada,439EPA0010
11900,OBIDOS - ENTR. BR-153/PA-437,Implantada,437EPA0010
11901,TERRA SANTA - ENTR. PA-254,Implantada,441EPA0010
11902,DIVISA PA/MA (RIO NHAMUNDA) - FARO) - ENTR. PA-441,Leito Natural,254EPA0010
11903,"ENTR. BR-163 (KM24,7) - ENTR. PA-443 (MORADA NOVA)",Implantada,433EPA0010
11904,ENTR. PA-443 (MORADA NOVA) - JABOTI,Implantada,433EPA0030
11905,ENTR. PA-445 (MOJUI DOS CAMPOS) - ENTR. PA-370 (SANTA ROSA),Implantada,431EPA0030
11906,SANTAREM - ENTR. PA-431 (SANTA ROSA),Pavimentada,370EPA0010
11907,ENTR. PA-431 (SANTA ROSA) - HIDRELETRICA DO RIO CURUA-UMA,Implantada,370EPA0030
11908,ENTR. PA-431 (MOJUI DOS CAMPOS) - IGARAPE DAS PEDRAS,Implantada,445EPA0010
11909,ENTR. BR-163 (SANTAREM) / ACESSO AEROPORTO) - ALTER DO CHAO,Pavimentada,457EPA0010
11910,ENTR. BR-163 (SÃO JOSE) - ENTR. PA-445 (MOJUI DOS CAMPOS),Pavimentada,431EPA0010
11911,,,254EPA040
11912,,,254EPA050
11913,ENTR. PA-243 (MONTE ALEGRE) - TERRAS SULFUROSAS,Implantada,255EPA0010
11914,TERRAS SULFUROSAS - CAMPINHO,Implantada,255EPA0030
11915,CAMPINHO - RIO MAICURU (CALCU),Implantada,255EPA0050
11916,RIO MAICURU (CALCU) - SANTANA DO TAPARA,Implantada,255EPA0070
11917,,,370EPA010
11918,,,370EPA020
11919,,,371EPA010
11920,,,265EPA010
11921,,,192EPA010
11922,,,260EPA010
11923,,,192EPA020
11924,,,192EPA030
11925,,,435EPA010
11926,,,254EPA060
11927,SENADOR JOSE PORFIRIO - INICIO TRAVESSIA RIO XINGU/ ENTR. BR-230(A)/PA-258 (BELO MONTE),Implantada,167EPA0070
11928,KM12 (LIMITE ALTAMIRA/VITORIA DO XINGU) - VITORIA DO XINGU (RIO XINGU),Pavimentada,415EPA0050
11929,ENTR BR-230(B)/158(B) (TREVO) - KM12 (LIMITE ALTAMIRA/VITORIA DO XINGU),Pavimentada,415EPA0030
11930,,,167EPA010
11931,RIO BUJARU - INICIO TRAVESSIA RIO CAPIM,Implantada,252EPA0250
11932,ENTR. PA-252 (CONCËRDIA DO PAR-) - ENTR. PA-451 (TOM+ AÃU),Em obras de pavimentação,140EPA0230
11933,ENTR. PA-140 - TOM+ AÃU,Implantada,451EPA0010
11934,TOM+ AÃU - QUATRO BOCAS,Pavimentada,451EPA0030
11935,ESPIRITO SANTO DO TAUA - ENTR. PA-140 (SANTO ANTONIO DO TAUA),Implantada,241EPA0010
11936,ENTR. PA-238 - ENTR. PA-241 (SANTO ANTONIO DO TAUA),Pavimentada,140EPA0050
11937,ENTR. PA-412 - ENTR. PA-238,Pavimentada,140EPA0030
11938,SÃO CAETANO DE ODIVELAS - ENTR. PA-412,Pavimentada,140EPA0010
11939,ENTR. PA-140 - VIGIA,Pavimentada,412EPA0010
11940,FIM DA TRAVESSIA FURO DA LAURA (PENHALONGA) - ENTR. PA-140,Pavimentada,238EPA0050
11941,COLARES - INICIO TRAVESSIA FURO DA LAURA,Pavimentada,238EPA0010
11942,ACESSO ABADE (CURUCA) - ENTR. PA-318,Pavimentada,136EPA0010
11943,ENTR. PA-136 - RIO MARAPANIM,Pavimentada,318EPA0010
11944,RIO MARAPANIM - MARUDA,Pavimentada,318EPA0030
11945,ENTR. PA-318 - ENTR. PA-220 (CRISTO ALVES),Pavimentada,136EPA0030
11946,ENTR. PA-136 (CRISTO ALVES) - MONTE ALEGRE DO MAU,Leito Natural,220EPA0010
11947,MONTE ALEGRE DO MAU - RIO MARAPANIM (CRISTOLANDIA),Leito Natural,220EPA0030
11948,RIO MARAPANIM (CRISTOLANDIA) - ENTR. PA-395,Leito Natural,220EPA0050
11949,ENTR. PA-127 - ENTR. PA-220,Implantada,395EPA0010
11950,ENTR. PA-220 - ENTR. PA-430 (CONCINHA),Implantada,395EPA0030
11951,ENTR. PA-430 (CONCINHA) - MAGALHAES BARATA,Implantada,395EPA0050
11952,,,395EPA010
11953,MARACANA - ENTR. PA-220,Pavimentada,127EPA0010
11954,,,220EPA010
11955,ENTR. PA-428 (NOVA OLINDA) - ENTR. PA-127,Leito Natural,426EPA0030
11956,,,428EPA010
11957,ENTR. PA-127 (IGARAPE ACU) - ENTR. PA-426 (CARIPI),Pavimentada,242EPA0170
11958,ENTR. PA-426 (CARIPI) - VILA DO CARMO (SÃO LUIZ),Implantada,242EPA0190
11959,ENTR. PA-242 (CABECA) - RIO PEIXE BOI (VELHA TIMBOTEUA),Pavimentada,324EPA0050
11960,RIO PEIXE BOI (VELHA TIMBOTEUA) - ENTR. PA-438,Pavimentada,324EPA0070
11961,ENTR. PA-324 - SANTAREM NOVO,Pavimentada,438EPA0010
11962,ENTR. PA-426 - ENTR. PA-395,Pavimentada,127EPA0070
11963,ENTR. PA-220 (CRISTO ALVES) - ENTR. PA-375,Pavimentada,136EPA0050
11964,ENTR. PA-375 - ENTR. PA-238 (TERRA ALTA),Pavimentada,136EPA0070
11965,,,412EPA010
11966,ENTR. PA-238 (TERRA ALTA) - ENTR. PA-242 (4 BOCAS DE CASTANHAL),Pavimentada,136EPA0090
11967,CASTANHAL - ENTR. PA-242 (SÃO FRANCISCO DO PARA),Pavimentada,320EPA0010
11968,ENTR. PA-320 (SÃO FRANCISCO DO PARA) - (JAMBUACU),Pavimentada,242EPA0130
11969,(JAMBUACU) - ENTR. PA-127 (IGARAPE ACU),Pavimentada,242EPA0150
11970,ENTR. PA-242 (IGARAPE ACU) - ENTR. BR-010/316(A),Pavimentada,127EPA0130
11971,ENTR. PA-127/242 (IGARAPE ACU) - LEPROCOMIO (COLONIA DO PRATA),Implantada,424EPA0010
11972,LEPROCOMIO (COLONIA DO PRATA) - ENTR. BR-010/308/316,Implantada,424EPA0030
11973,ENTR. PA-326(B) (NOVA OLINDA) - ENTR. PA-242 (IGUARAPE ACU),Pavimentada,127EPA0110
11974,ENTR. PA-395 (CONCINHA) - MARTINS PINHEIRO,Pavimentada,430EPA0010
11975,MARTINS PINHEIRO - QUARENTA (FURO DO MOCOOCA),Leito Natural,430EPA0030
11976,QUARENTA (FURO DO MOCOOCA) - ALGODOAL (ILHA DE MAIANDEUA),Leito Natural,430EPA0050
11977,,,430EPA020
11978,,,395EPA020
11979,SALINOPOLIS - ENTR. PA-444,Pavimentada,124EPA0010
11980,ENTR. PA-124 - PRAIA DO ATALAIAL,Pavimentada,444EPA0010
11981,ENTR. PA-444 - ENTR. PA-442 (NAZARE),Pavimentada,124EPA0030
11982,ENTR. PA-124 (NAZARE) - DERRUBADA,Leito Natural,442EPA0010
11983,ENTR. PA-442 (NAZARE) - ENTR. PA-440,Pavimentada,124EPA0050
11984,ENTR. PA-124 - SÃO JOAO DE PIRABAS,Pavimentada,440EPA0010
11985,ENTR. PA-440 - ENTR. PA-324 (VILA SANTA LUZIA),Pavimentada,124EPA0070
11986,ENTR. PA-324 (VILA SANTA LUZIA) - ENTR. PA-446 (JABURU),Pavimentada,124EPA0090
11987,ENTR. PA-124 (JABURU) - PRIMAVERA,Pavimentada,446EPA0010
11988,PRIMAVERA - QUATIPURA,Pavimentada,446EPA0030
11989,QUATIPURA - BOA VISTA,Implantada,446EPA0050
11990,ENTR. PA-446 (JABURU) - ENTR. BR-316 (CAPANEMA),Pavimentada,124EPA0110
11991,ENTR. PA-438 - ENTR. PA-124 (SANTA LUZIA),Pavimentada,324EPA0090
11992,ENTR. PA-124 (SANTA LUZIA) - JAPERICA,Implantada,324EPA0110
11993,,,326EPA010
11994,ENTR. PA-324 (CABECA) - PEIXE BOI,Pavimentada,242EPA0270
11995,PEIXE BOI - ENTR. PA-124 (CAPANEMA),Pavimentada,242EPA0290
11996,ENTR. PA-380 - ENTR. PA-242 (CABECA),Pavimentada,324EPA0030
11997,ENTR. PA-324 - ENTR. BR-308/316 (QUATRO BOCAS),Implantada,380EPA0010
11998,ENTR. BR-308/316 (QUATRO BOCAS) - ENTR. PA-322 (BONITO),Implantada,380EPA0030
11999,ENTR. BR-316 (JEJU) - ENTR. PA-380,Pavimentada,324EPA0010
12000,ENTR. BR-010/PA-251 (SÃO MIGUEL DO GUAMA) - ENTR. PA-380 (BONITO),Implantada,322EPA0010
12001,ENTR. PA-380 (BONITO) - ENTR. PA-124/436 (BOA ESPERANCA),Leito Natural,322EPA0030
12002,ENTR. BR-308/316 - ENTR. PA-124/322 (BOA ESPERANCA),Implantada,436EPA0010
12003,ENTR. (CAPANEMA) - ENTR. PA-322/436 (BOA ESPERANÇA),Em obras de pavimentação,124EPA0130
12004,ENTR. PA-322/436 (BOA ESPERANÇA) - ENTR. PA-251 (OUREM) (RIO GUAMA),Em obras de pavimentação,124EPA0150
12005,,,251EPA010
12006,ENTR. BR-010 (SÃO MIGUEL DO GUAMA) - ENTR. PA-124 (CONCEICAO DE OUREM),Implantada,251EPA0010
12007,ENTR. PA-124 (CONCEICAO DE OUREM) - ENTR. BR-010 (SÃO MIGUEL DO GUAMA),Leito Natural,251EPA0030
12008,ENTR. PA-251 (OUREM) (RIO GUAMA) - ENTR. PA-253 (CAPITAO POCO),Em obras de pavimentação,124EPA0170
12009,ENTR. BR-010(B) (QUATORZE) - IRITUIA,Pavimentada,253EPA0050
12010,IRITUIA - ENTR. PA-124 (CAPITAO POCO),Pavimentada,253EPA0070
12011,ENTR. PA-253 (2 DE JUNHO) - ENTR. PA-252,Leito Natural,127EPA0250
12012,ENTR. PA-127 (2 DE JUNHO) - ENTR. BR-010(A) (POVOADO 21),Leito Natural,253EPA0010
12013,FIM TRAVSSIA RIO GUAMA (SÃO DOMINGOS DO CAPIM) - ENTR. PA-253 (2 DE JUNHO),Implantada,127EPA0230
12014,ENTR. PA-420 (COLONIA 3 DE OUTUBRO) - INICIO TRAVESSIA RIO GUAMA,Pavimentada,127EPA0190
12015,ARRAIAL DO CARMO - ENTR. PA-127 (COLNIA 3 DE OUTUBRO),Implantada,420EPA0030
12016,SERRARIA - PERNANBUCO,Leito Natural,460EPA0030
12017,ENTR. BR-010/316 (CASTANHAL) - ENTR. PA-460,Pavimentada,136EPA0130
12018,ENTR. PA-242 (4 BOCAS DE CASTANHAL) - ENTR. BR-010/316 (CASTANHAL),Pavimentada,136EPA0110
12019,ENTR. PA-136 (INHANGAPI) - ARRAIAL DO CARMO,Implantada,420EPA0010
12020,ENTR. BR-010/316(B) (BARRO BRANCO) - ENTR. PA-420 (COLONIA 3 DE OUTUBRO),Pavimentada,127EPA0170
12021,,,414EPA010
12022,,,140EPA050
12023,,,140EPA060
12024,ENTR. BR-010/308/316 - ENTR. PA-242,Pavimentada,391EPA0020
12025,ENTR. PA-242 - ENTR. PA-408,Pavimentada,391EPA0030
12026,SANTA BARBARA DO PARA - FURO DAS MARINHAS (TAUARIE),Pavimentada,391EPA0070
12027,FURO DAS MARINHAS (TAUARIE) - ENTR. ACESSO CARANANDUBA (TREVO),Pavimentada,391EPA0090
12028,AV. SENADOR LEMOS - VAL DE CANS,Pavimentada,400EPA0010
12029,,,408EPA010
12030,ENTR. BR-010 - ENTR. PA-391/406 (BENEVIDES),Pavimentada,406EPA0030
12031,ENTR. BR-010/308/316 (1) (CANUTAMA) - ENTR. PA-391 (BENEVIDES),Pavimentada,406EPA0010
12032,DIV MS/MT - ENTR MT-299,Pavimentada,163BMT0560
12033,ENTR BR-174 - Vila da Balbina,,240EAM010
12034,ENTR BR-230/330/MA-006 (BALSAS) - RIO BALSINHAS,Implantada,324BMA0010
12035,ENTR MA-034(B) (P/COELHO NETO) - ENTR BR-226/343(A) (DIV MA/PI) (TERESINA/TIMON),Pavimentada,316BMA0380
12036,DIVISA MS / MT - ENTR. BR 359 / MS 135,Implantada,217EMS0010
12037,DIVISA MT/MS - ALTO TAQUARI,Em obras de pavimentação,100EMT0010
12038,ACESSO ALTO PARAGUAI,,AC12038
12039,SOL NASCENTE - MARCO DE CIMENTO,Leito Natural,410EMT0020
12040,DIV. NOVA GUARITA/ PEIXOTO DE AZEVEDO/ TERRA NOVA - PEIXOTO DE AZEVEDO,Leito Natural,410EMT0040
12041,ENTR. MT-448 - ENTR. MT-110/448 (NOVO SÃO JOAQUIM),Implantada,415EMT0030
12042,CACHOEIRA DA FUMACA - ENTR. MT-448,Implantada,415EMT0020
12043,ENTR. MT-110 - ENTR. MT-415,Leito Natural,448EMT0055
12044,ENTR. MT-415 - NOVA XAVANTINA,Leito Natural,448EMT0056
12045,ENTR BR364 - RIB DA ONCA (DIV ALTO GARCAS/GUIRATINGA),Implantada,110EMT0010
12046,DIV ARAGUAINHA/PONTE BRANCA - PONTE BRANCA,Implantada,100EMT0130
12047,ENTR MT 481 (RIB SAPO) ( DIV TAQUARI/A ARAGUAIA) - ENTR BR364(A) (ALTA ARAGUAIA),Implantada,100EMT0090
12048,ENTR. BR-364 (DIV. ALTO GARCAS/ ALTO ARAGUAIA) - ENTR. MT-100,Leito Natural,462EMT0010
12049,DIV ALTO ARAGUAIA/ARAGUAINHA - ENTR MT340 (ARAGUAINHA),Implantada,100EMT0110
12050,POSTO FISCAL - DIV. MT/MS,Leito Natural,465EMT0030
12051,ENTR. MS 213 - DIVISA MS / MT (RIO CORRENTE),Leito Natural,407EMS0010
12052,ENTR MT299 (PORTO COQUEIRO) (DIV MT/MS) - ENTR MT370 (A),Leito Natural,140EMT0010
12053,DIV. MT/MS - ENTR. MT-364,Leito Natural,471EMT0010
12054,DIV. TO / GO - ENTR. TO-181 (ARAGUAÇU),Pavimentada,373ETO0010
12055,ENTR PA-287 (P/CUMARU DO NORTE) - DIV REDENÇÃO/STA MARIA DAS BARREIRAS,Pavimentada,158BPA0113
12056,ENTR. TO-498 (PALMEIROPOLIS) - ENTR. TO-295(A)(SÃO SALVADOR DO TOCANTINS),Pavimentada,387ETO0020
12057,ENTR TO-296(A)/373 (ALVORADA) - ENTR TO-296(B) (TALISMÃ),Pavimentada,153BTO0305
12058,DIV PA/TO (SÃO GERALDO ARAGUAIA) - PORTO DE BALSAS (XAMBIOÁ),Travessia,153BTO0075
12059,DIV REDENÇÃO/STA MARIA DAS BARREIRAS - ENTR BR-235,Pavimentada,158BPA0115
12060,FIM DA DUPLICAÇÃO - ENTR BR-070(B)/MT-100 (DIV MT/GO) (BARRA DO GARÇAS) *TRECHO URBANO*,Pavimentada,158BMT0292
12061,INÍCIO DA DUPLICAÇÃO - ENTR BR-158(B) (FIM DA DUPLICAÇÃO) *TRECHO URBANO*,Duplicada,070BMT0295
12062,ENTR BR-158(A)/MT-100 (DIV GO/MT) (BARRA DO GARÇAS) - INÍCIO DA DUPLICAÇÃO *TRECHO URBANO*,Pavimentada,070BMT0290
12063,ENTR BR-070(A) (INÍCIO DA DUPLICAÇÃO) - FIM DA DUPLICAÇÃO *TRECHO URBANO*,Duplicada,158BMT0288
12064,ENTR. TO-373 - ENTR. TO-296 (JAU DO TOCANTINS),Em obras de pavimentação,498ETO0010
12065,ENTR. MT-170(B) (CASTANHEIRA) - DIV. CASTANHEIRA/ JUINA,Leito Natural,420EMT0090
12066,ENTR MT-455 - INÍCIO VARIANTE I SERRA DE SÃO VICENTE,Pavimentada,163BMT0640
12067,ENTR. TO-070(B) - ENTR. TO-296,Leito Natural,181ETO0040
12068,ENTR TO-296(B) (TALISMÃ) - DIV TO/GO,Pavimentada,153BTO0310
12069,ENTR. TO-050(B) - ENTR. BR-242(A),Implantada,296ETO0050
12070,ENTR. TO-181 (ARAGUAÇU) - ENTR. BR-153/TO-296 (ALVORADA),Pavimentada,373ETO0020
12071,ENTR. TO-040/365/255 (MONTE CARMO) - ENTR. TO-050(A)/(070(A),Pavimentada,255ETO0050
12072,PORTO DE BALSAS (XAMBIOÁ) - ENTR TO-164,Pavimentada,153BTO0080
12073,ENTR TO-164 - ENTR TO-416 (P/ANANÁS),Pavimentada,153BTO0085
12074,ENTR MT020 - ENTR RODOVIA MUNICIPAL,Leito Natural,109EMT0010
12075,SÃO VALÉRIO DA NATIVIDADE - ENTR. BR-242(A),Pavimentada,280ETO0030
12076,ENTR TO-420 - INICIO PISTA DUPLA ARAGUAINA,Pavimentada,153BTO0095
12077,INICIO PISTA DUPLA ARAGUAINA - ENTR TO-222,Duplicada,153BTO0096
12078,ENTR BR-010 - ENTR TO-010 (PEDRO AFONSO),Implantada,235BTO0485
12079,ENTR MT-020 (DONA ROSA) - MATINHA,Pavimentada,158BMT0240
12080,ENTR MT-010 - ENTR MT-400 (SUCURÍ) (CONTORNO NORTE DE CUIABÁ),Planejada,163BMT9040
12081,ENTR MT-400 (SUCURÍ) - RIO CUIABÁ (CONTORNO NORTE DE CUIABÁ),Planejada,163BMT9050
12082,ENTR BR-364 (DIV AC/AM) (CRUZEIRO DO SUL) - ENTR AM-280,Implantada,307BAM0050
12083,DIV BA/TO - ENTR TO-110(A),Pavimentada,242BTO0370
12084,ENTR MT-423 - ITAUBA,Pavimentada,163BMT0834
12085,ENTR MT-220 (P/PORTO DOS GAÚCHOS) - ENTR MT-423,Pavimentada,163BMT0832
12086,SINOP - ENTR MT-220 (P/PORTO DOS GAÚCHOS),Pavimentada,163BMT0830
12087,ENTR MT-140 (P/SANTA CARMEM) - SINOP,Pavimentada,163BMT0825
12088,ENTR MT-225 (P/VERA) - ENTR MT-140 (P/SANTA CARMEM),Pavimentada,163BMT0822
12089,SORRISO - ENTR MT-225 (P/VERA),Pavimentada,163BMT0820
12090,ENTR BR-242/MT-242 - SORRISO,Pavimentada,163BMT0812
12091,LUCAS DO RIO VERDE - ENTR BR-242/MT-242,Pavimentada,163BMT0810
12092,NOVA MUTUM - ENTR MT-235 (P/SÃO JOSÉ DO RIO CLARO),Pavimentada,163BMT0792
12093,RIO CUIABÁ - ENTR BR-163/364 (CONTORNO NORTE DE CUIABÁ),Planejada,163BMT9060
12094,DIV RO/AC - ENTR AC-475,Pavimentada,364BAC1550
12095,INÍCIO TRAVESSIA RIO MADEIRA - FIM TRAVESSIA RIO MADEIRA,Travessia,319BRO0330
12096,INÍCIO TRAVESSIA RIO MADEIRA - FIM TRAVESSIA RIO MADEIRA,Travessia,364BRO1485
12097,KM 115 (FIM DA IMPLANTAÇÃO) - RIO FORMOSO,Planejada,421BRO0090
12098,ENTR RO-473 (ALVORADA DO OESTE) - ENTR RO-010(B) (P/NOVA BRASILÂNDIA),Implantada,429BRO0040
12099,ENTR BR-174(B) (VILHENA) - FIM PISTA DUPLA,Duplicada,364BRO1050
12100,ENTR MT-206(A)/418(B) (COLNIZA) - RIO ARIPUANÃ,Implantada,174BMT0214
12101,ENTR MT-418(A) (IGARAPÉ DO NATAL) - ENTR MT-206(A)/418(B) (COLNIZA),Implantada,174BMT0210
12102,ENTR BR-364(A)/MT-235 - JATAÍ,Pavimentada,174BMT0130
12103,INÍCIO TRECHO PAVIMENTADO - ENTR MT-235 (INÍCIO DO TRECHO URBANO DE SAPEZAL),Pavimentada,364BMT0990
12104,INÍCIO VARIANTE II SERRA DE SÃO VICENTE - FIM VARIANTE II SERRA DE SÃO VICENTE,Pavimentada,070BMT0410
12105,DIV GO/MT (ARUANA) - ENTR MT-100,Planejada,251BMT0950
12106,ENTR MT-455 - INÍCIO VARIANTE I SERRA DE SÃO VICENTE,Pavimentada,070BMT0405
12107,FIM VARIANTE II SERRA DE SÃO VICENTE - ACESSO DISTRITO INDUSTRIAL,Pavimentada,070BMT0414
12108,ENTR BR-421 - AV 15 DE NOVEMBRO (GUAJARÁ MIRIM),Pavimentada,425BRO0055
12109,NOVA MAMORÉ - ENTR BR-421,Pavimentada,425BRO0040
12110,ENTR BR-364(B) - NOVA MAMORÉ,Pavimentada,425BRO0020
12111,VILA EXTREMA - DIV RO/AC,Pavimentada,364BRO1530
12112,BOM COMÉRCIO - VILA EXTREMA,Pavimentada,364BRO1510
12113,FIM TRAVESSIA RIO MADEIRA - BOM COMÉRCIO,Pavimentada,364BRO1490
12114,ENTR BR-425(B) (ABUNÃ) - INÍCIO TRAVESSIA RIO MADEIRA,Pavimentada,364BRO1480
12115,ENTR BR-425(A) (P/GUAJARAMIRIM) - ENTR BR-425(B) (ABUNÃ),Pavimentada,364BRO1475
12116,ENTR RO-257 (MUTUM PARANÁ) - ENTR BR-425(A) (P/GUAJARAMIRIM),Pavimentada,364BRO1470
12117,JACI PARANÁ - ENTR RO-257 (MUTUM PARANÁ),Pavimentada,364BRO1450
12118,TEOTÓNIO - JACI PARANÁ,Pavimentada,364BRO1430
12119,ENTR BR-319 (PORTO VELHO ( TREVO DO ROQUE)) - PORTO VELHO ( AV. CAMPOS SALES),Duplicada,364BRO1410
12120,PORTO VELHO (ENTR. AV JATUARANA) - ENTR BR-319 (PORTO VELHO ( TREVO DO ROQUE)),Duplicada,364BRO1390
12121,ENTR RO-464/463 (P/GOVERNADOR JORGE TEIXEIRA) - ENTR RO-140 (CACAULÂNDIA),Pavimentada,364BRO1245
12122,PONTE SOBRE RIO JARU - ENTR RO-464/463 (P/GOVERNADOR JORGE TEIXEIRA),Pavimentada,364BRO1240
12123,ENTR RO-470(B) (P/MIRANTE DA SERRA) - PONTE SOBRE RIO JARU,Pavimentada,364BRO1230
12124,ENTR BR-429(B) (JI PARANÁ) - ENTR RO-473 (P/URUPÁ),Pavimentada,364BRO1210
