OBJECTID,DescSeg,TipoPNV,CODIGO
4908,ENTR. GO-479 - ENTR. GO-473 (MALHADOR),Pavimentada,338EGO0070
4909,ENTR. GO-225/431 (PIREN?POLIS) - ENTR. BR-070,Pavimentada,338EGO0050
4910,ENTR. BR-414(B) - ENTR. BR-251(A) (P/ VILA PROPICIO),Leito Natural,230EGO0110
4911,ENTR BR-070(B) (COCALZINHO DE GOIÁS) - ENTR GO-225 (CORUMBÁ DE GOIÁS),Pavimentada,414BGO0130
4912,ENTR BR-414(A) - ENTR BR-414(B) (COCALZINHO DE GOIAS),Pavimentada,070BGO0080
4913,ENTR. GO-547 (CIDADE ECLETICA) - ENTR. GO-139,Leito Natural,225EGO0020
4914,ENTR. GO-164 - LOBEIRA,Leito Natural,333EGO0030
4915,ENTR. GO-447 (DIVIN?POLIS DE GOIAS) - ENTR. GO-498,Leito Natural,110EGO0095
4916,ENTR GO-239 (P/MARA ROSA) - ENTR GO-428 (CAMPINORTE),Pavimentada,153BGO0392
4917,ENTR. GO-459(B) - ENTR. GO-439 (HIDROLINA),Pavimentada,338EGO0130
4918,ENTR. GO-154(B) (ITAGUARU) - ENTR. BR-153/GO-080 (JARAGUA),Pavimentada,427EGO0030
4919,ENTR. BR-153(B) - PANAMA,Pavimentada,210EGO0290
4920,TERRA RONCA - ENTR. GO-110,Implantada,108EGO0100
4921,ENTR. GO-453(B) - TERRA RONCA,Implantada,108EGO0090
4922,ENTR GO-241(B)/442 (CAMPINAÇU) - ENTR GO-237(A) (NIQUELÂNDIA),Planejada,414BGO0070
4923,,Planejada,239BGO0040
4924,ENTR BR-153(B)/GO-237 (URUAÇÚ) - ENTR GO-347/428 (NOVA IGUAÇÚ DE GOIÁS),Planejada,080BGO0210
4925,,Planejada,239EGO0160
4926,,Planejada,347EGO0050
4927,ENTR. GO-460 - BRAGOLÂNDIA,Em obras de pavimentação,334EGO0020
4928,,,GO4774928
4929,ENTR BR-414(A)/GO-435(B) - ENTR BR-414(B),Pavimentada,251BGO0792
4930,ENTR PE-158 (JUPÍ) - ENTR PE-177 (P/QUIPAPA),Pavimentada,423BPE0075
4931,ENTR PE-149/170/180 (LAJEDO) - ENTR PE-158 (JUPÍ),Pavimentada,423BPE0070
4932,CACHOEIRINHA - ENTR PE-149/170/180 (LAJEDO),Pavimentada,423BPE0050
4933,ENTR BR-232(B) (SÃO CAETANO) - CACHOEIRINHA,Pavimentada,423BPE0030
4934,RAJADA - ENTR BR-235(A),Pavimentada,407BPE0250
4935,ENTR PE-630 - RAJADA,Pavimentada,407BPE0240
4936,ENTR PE-635 (AFRÂNIO) - ENTR PE-630,Pavimentada,407BPE0230
4937,DIV PI/PE - ENTR PE-635 (AFRÂNIO),Pavimentada,407BPE0210
4938,ENTR PE-360 (FLORESTA) - ENTR BR-110(A),Pavimentada,316BPE0750
4939,ENTR PE-422 (P/ITACURUBA) - ENTR PE-360 (FLORESTA),Pavimentada,316BPE0730
4940,ENTR PE-460(B) (BELÉM DO SÃO FRANCISCO) - ENTR PE-422 (P/ITACURUBA),Pavimentada,316BPE0725
4941,ENTR PE-460(A) - ENTR PE-460(B) (BELÉM DO SÃO FRANCISCO),Pavimentada,316BPE0720
4942,ENTR BR-116/428(B) - ENTR PE-460(A),Pavimentada,316BPE0710
4943,ENTR BR-122/407(A)/428 (DIV BA/PE) (PETROLINA/JUAZEIRO) - ENTR BR-407(B),Pavimentada,235BPE0270
4944,ENTR. PE-103 (CAMOCIM DE SÃO FELIX) - SÃO JOAQUIM DO MONTE,Pavimentada,112EPE0010
4945,ENTR. PE-104 - ALTINHO,Pavimentada,149EPE0010
4946,ENTR. PI-143 - ENTR. PI-242 (A) (SANTO INACIO DO PIAUI),Implantada,241EPI0010
4947,ENTR. PI-249 (A) - ENTR. BR-020 (A)/PI-245 (A)/249 (B) (SIMPLICIO MENDES),Pavimentada,143EPI0070
4948,CARNAUBEIRA - ENTR. BR-316 (FLORESTA,Leito Natural,423EPE0050
4949,ENTR. BR-116 - ENTR. BR-316 (P/CABROBO),Implantada,460EPE0010
4950,ENTR. BR-232 (CUSTÓDIA) - ENTR. PE-360 (IBIMIRIM),Leito Natural,312EPE0010
4951,BETANIA - ENTR. PE-360 (AIRI),Leito Natural,340EPE0030
4952,ENTR. BR-101 - ENTR. PE-060 (IPOJUCA),Pavimentada,042EPE0010
4953,ENTR. BR-122 (LAGOAS) - ENTR. PE-630 (DORMENTES),Implantada,635EPE0010
4954,ENTR. PE-635 (DORMENTES) - SANTA FILOMENA,Implantada,630EPE0030
4955,ENTR. PI-451 (SANTA CRUZ DOS MILAGRES) - ENTR. PI-386,Implantada,225EPI0100
4956,ENTR. PI-331 - ENTR. BR-222 (A)/343 (A)/404/407/PI-117/327 (PIRIPIRI),Implantada,111EPI0130
4957,ENTR. PI-451 (A) (SAO JOAO DA SERRA) - ENTR. PI-451 (B),Implantada,216EPI0150
4958,CAMPESTRE DE GOIAS - ENTR. GO-154,Em obras de pavimentação,050EGO0070
4959,ENTR. GO-050 (P/CAMPESTRE DE GOIAS) - ENTR. GO-060 (SANTA BARBARA DE GOIAS),Leito Natural,154EGO0010
4960,ENTR. GO-156 (B) - ENTR. GO-162 (TURVÂNIA),Pavimentada,060EGO0100
4961,ENTR. GO-156 (A) (NAZÁRIO) - ENTR. GO-156 (B),Pavimentada,060EGO0090
4962,AMERICANO DO BRASIL - ENTR. BR-070(A)/GO-070(A)/522,Pavimentada,156EGO0190
4963,ENTR. GO-060 - ENTR. GO-512,Pavimentada,326EGO0010
4964,ENTR. GO-326 - ENTR. GO-154 (AVELINOPOLIS),Pavimentada,512EGO0010
4965,,Leito Natural,222EGO0250
4966,ENTR. GO-222(A)/326 (ANICUNS) - ENTR. GO-222(B),Pavimentada,156EGO0150
4967,ENTR. GO-222(B) - AMERICANO DO BRASIL,Pavimentada,156EGO0170
4968,,Em obras de implantação,154EGO0060
4969,ENTR. GO-326 (A) (JAUPACI) - ENTR. GO-326(B),Leito Natural,173EGO0015
4970,ENTR. GO-444 - ENTR. GO-418,Pavimentada,060EGO0180
4971,ENTR. GO-060 - FAZENDA NOVA,Pavimentada,418EGO0010
4972,ENTR. GO-326 (A)/432 (NOVO BRASIL) - ENTR. GO-326 (B),Pavimentada,324EGO0070
4973,ENTR. GO-326(A) - ENTR.432 (NOVA BRASIL),Leito Natural,324EGO0060
4974,NOVO GOIAS - ENTR. GO-326(A),Leito Natural,324EGO0050
4975,CORREGO DO OURO - NOVO GOIAS,Leito Natural,324EGO0040
4976,ENTR. GO-518 - ENTR. GO-324 (A)/432 (NOVO BRASIL),Pavimentada,326EGO0090
4977,ENTR. GO-324 - ENTR. GO-326,Pavimentada,518EGO0010
4978,ENTR. GO-518 - CORREGO DO OURO,Pavimentada,324EGO0030
4979,ENTR. GO-164 - APARECIDA DA FARTURA,Leito Natural,324EGO0010
4980,,,GO4664980
4981,ENTR. GO-433 - ENTR. GO-330 (RODRIGUES DO NASCIMENTO),Implantada,451EGO0020
4982,,Pavimentada,080EGO0070
4983,ENTR. GO-080 (PETROLINA DE GOIAS) - ENTR. GO-426 (SANTA ROSA DE GOIAS),Pavimentada,330EGO0430
4984,ENTR. GO-330 (OURO VERDE DE GOIAS) - SOUZANIA,Leito Natural,433EGO0030
4985,SOUZANIA - ENTR. BR-153 (INTERLANDIA),Pavimentada,433EGO0040
4986,ENTR. GO-451 (RODRIGUES DO NASCIMENTO) - ENTR. GO-433 (OURO VERDE DE GOIAS),Pavimentada,330EGO0390
4987,ENTR BR-414/GO-222/330(A) (ANÁPOLIS) - ENTR BR-060(A),Pavimentada,153BGO0570
4988,NOVA FATIMA - ENTR. BR-153,Pavimentada,319EGO0270
4989,ENTR. GO-219(B) - NOVA FATIMA,Leito Natural,319EGO0250
4990,ENTR GO-219(A) - ENTR GO-219(B) (HIDROLÂNDIA),Duplicada,153BGO0627
4991,ENTR GO-319 - ENTR GO-219(A),Duplicada,153BGO0625
4992,ENTR. BR-153(B) - ENTR. GO-319(A),Leito Natural,219EGO0100
4993,ENTR GO-040 - ENTR BR-153 (ANEL VIÁRIO DE GOIÂNIA),Duplicada,060BGO9040
4994,"ENTR BR-060 (KM 165,9) - ENTR GO-040 (ANEL VIÁRIO DE GOIÂNIA)",Duplicada,060BGO9030
4995,ENTR. GO-070 (P/ CORA CORALINA) - ENTR. GO-050/060 (TRINDADE),Leito Natural,469EGO0010
4996,,Pavimentada,330EGO0400
4997,ENTR. GO-433 (OURO VERDE DE GOIAS) - ENTR. GO-080 (PETROLINA DE GOIAS),Pavimentada,330EGO0410
4998,ENTR. GO-416 (P/DAMOLÂNDIA) - ENTR. GO-330 (PETROLINA DE GOIÁS),Pavimentada,080EGO0110
4999,GOIANOPOLIS - ENTR. BR-060/153,Pavimentada,415EGO0030
5000,AUTÓDROMO INTERNACIONAL - ENTR GO-536,Pavimentada,352BGO0012
5001,ENTR GO-414 - ENTR GO-147/219 (BELA VISTA DE GOIÁS),Pavimentada,352BGO0020
5002,ENTR GO-536 - ENTR GO-414,Pavimentada,352BGO0015
5003,ENTR. BR-325/ GO-020 - ROSELANDIA,Pavimentada,414EGO0010
5004,ENTR GO-415 - ENTR GO-537,Pavimentada,457BGO0095
5005,ENTR. GO-403 (P/ SENADOR CANEDO - ENTR. BR-457/GO-010,Pavimentada,537EGO0010
5006,ENTR. GO-537 - ENTR. GO-536 (SENADOR CANEDO),Pavimentada,403EGO0020
5007,,,BR4575007
5008,ENTR GO-537 - ENTR BR-060/153/GO-010(B)/403 (GOIÂNIA),Duplicada,457BGO0100
5009,ENTR. BR-153/457/GO-010 (GOIANIA) - ENTR. GO-537,Pavimentada,403EGO0010
5010,SENADOR CANEDO - ENTR. BR-352/GO-020,Em obras de pavimentação,536EGO0010
5011,ENTR. GO-536 (SENADOR CANEDO) - CALDAZINHA,Pavimentada,403EGO0030
5012,ENTR. BR-352(B)/GO-020(B)/219 (BELA VISTA) - ENTR. BR-457/GO-010/330,Leito Natural,147EGO0090
5013,ENTR GO-147 - LEOPOLDO DE BULHÕES,Pavimentada,457BGO0070
5014,ENTR. BR-060(ALEXANIA) - ACESSO P/OLHO D`AGUA,Em obras de pavimentação,139EGO0160
5015,ENTR GO-433 - ENTR BR-414/GO-222/330(A) (ANÁPOLIS),Pavimentada,153BGO0560
5016,ENTR. P/POSSE DA ABADIA - ENTR. BR-414 (PLANALMIRA),Pavimentada,338EGO0020
5017,GO-338 - POSSE DA ABADIA,,AC5017
5018,ENTR GO-338 (PLANALMIRA) - ENTR BR-153/GO-222/330 (ANÁPOLIS),Pavimentada,414BGO0134
5019,,,Lig5019
5020,GAMA ENTR. AVENIDA ALAGADO ( SANTA MARIA ),Duplicada,483DDF0010
5021,,,DF4835021
5022,LIGA DF-483 A DF-290,,AV5022
5023,ENTR. GO-467 - ENTR. BR-364,Implantada,180EGO0070
5024,ENTR. GO-306 (CA?U) - ENTR. GO-406,Pavimentada,206EGO0250
5025,ENTR. BR-364 - ENTR. GO-306 (CA?U),Pavimentada,206EGO0230
5026,ENTR BR-158(B) (ESTREITO) - ENTR GO-306(A),Pavimentada,060BGO0314
5027,,Leito Natural,174EGO0040
5028,ENTR. GO-180 - ENTR. BR-158,Implantada,206EGO0330
5029,ENTR. GO-306 - ENTR. GO-467,Implantada,180EGO0050
5030,,Implantada,180EGO0030
5031,ENTR GO-302 - ENTR GO-164(B) (DIV GO/MS) (RIO APORÉ),Leito Natural,483BGO0092
5032,DIV. GO/MS - ENTR. GO-302,Leito Natural,174EGO0010
5033,ENTR. GO-333 - ENTR. GO-050(A)/320(A)/411 (PARAUNA),Leito Natural,405EGO0010
5034,ENTR. GO-174 (P/ RIO VERDE) - ENTR. GO-405,Leito Natural,333EGO0010
5035,ENTR BR-060/GO-174 (RIO VERDE) - ENTR GO-501 (P/OUROANA),Pavimentada,452BGO0010
5036,ENTR GO-501 (P/OUROANA) - ENTR GO-164(A) (P/SANTA HELENA),Pavimentada,452BGO0011
5037,ENTR GO-164(A) (P/SANTA HELENA) - ENTR GO-164(B) (P/QUIRINÓPOLIS),Pavimentada,452BGO0012
5038,ENTR GO-164(B) (P/QUIRINÓPOLIS) - ENTR GO-409 (P/MAURILÂNDIA),Pavimentada,452BGO0030
5039,,Leito Natural,407EGO0020
5040,ENTR. GO-210 (B) (SANTA HELENA DE GOIAS) - ENTR. BR-060(A),Pavimentada,164EGO0210
5041,,Leito Natural,409EGO0050
5042,ENTR. BR-060/GO-164 (ACREUNA) - ARANTINA,Em obras de pavimentação,513EGO0010
5043,TURVELANDIA - ENTR. GO-164 (P/SANTA HELENA),Pavimentada,210EGO0410
5044,MAURILANDIA - ENTR. GO-210,Pavimentada,409EGO0020
5045,ENTR. BR-452 - MAURILANDIA,Pavimentada,409EGO0010
5046,ENTR. GO-527 - ENTR. BR-452,Pavimentada,501EGO0030
5047,ENTR. GO-210 (VENDA SECA) - ENTR. GO-320 (JOVIANIA),Leito Natural,423EGO0050
5048,ENTR. GO-423 (VENDA SECA) - ENTR. GO-319 (SANTO ANTONIO),Leito Natural,210EGO0350
5049,ENTR. GO-210 (SANTO ANTONIO) - ENTR. GO-320(A),Leito Natural,319EGO0070
5050,ENTR. GO-423 (JOVIANIA) - ENTR. GO-319(A),Pavimentada,320EGO0110
5051,ENTR. GO-040(B) - ENTR. GO-213,Pavimentada,320EGO0070
5052,ENTR. GO-213 - ENTR. GO-423 (JOVIANIA),Pavimentada,320EGO0090
5053,ENTR. GO-040(ALOANDIA) - ENTR. GO-320,Leito Natural,213EGO0310
5054,ENTR. GO-319 (VICENTINOPOLIS) - ENTR. GO-215(A),Pavimentada,320EGO0130
5055,ENTR. GO-319(B) (EDEALINA) - ENTR. GO-320(A),Pavimentada,215EGO0050
5056,ENTR. GO-215(B) (EDEALINA) - ENTR. GO-217(A),Leito Natural,319EGO0150
5057,ENTR. GO-319(B) - ENTR. BR-060,Em obras de pavimentação,217EGO0130
5058,ENTR. GO-410 (PORTEIRAO) - TURVELANDIA,Implantada,210EGO0390
5059,ENTR. GO-320(A) - ENTR. GO-320(B)/410 (EDEIA),Pavimentada,215EGO0060
5060,ENTR. GO-215(B)/410 (EDEIA) - ENTR. BR-060 (INDIARA),Pavimentada,320EGO0150
5061,ENTR. GO-210 (PORTEIRAO) - ENTR. GO-215/320 (EDEIA),Leito Natural,410EGO0030
5062,ENTR. GO-319(A) - ENTR. GO-319(B) (EDEALINA),Pavimentada,215EGO0040
5063,ENTR. GO-413 (MAIRIPOTABA) - ENTR. GO-319(A),Em obras de pavimentação,217EGO0100
5064,ENTR. GO-319(A) - ENTR. GO-319(B),Em obras de pavimentação,217EGO0110
5065,ENTR. GO-319 - VARJAO,Leito Natural,413EGO0020
5066,ENTR. GO-319 (SANTO ANTONIO) - ENTR. GO-410 (PORTEIRAO),Leito Natural,210EGO0380
5067,ENTR. GO-217 (CROMINIA) - ENTR. GO-215(A),Pavimentada,040EGO0050
5068,ENTR. GO-040 (CROMINIA) - ENTR. GO-413 (MAIRIPOTABA),Pavimentada,217EGO0090
5069,ENTR. BR-153(B) (PROF. JAMIL) - ENTR. GO-040 (CROMINIA),Pavimentada,217EGO0070
5070,ENTR GO-217(A) (P/PIRACANJUBA) - ENTR GO-217(B) (PROFESSOR JAMIL),Duplicada,153BGO0632
5071,ENTR. GO-215(B) (PONTALINA) - ENTR. GO-213 (ALOANDIA),Pavimentada,040EGO0080
5072,ENTR. BR-152(B) - ENTR. GO-040(ALOANDIA),Em obras de pavimentação,213EGO0290
5073,ENTR. GO-320(A) - ENTR. GO-320(B),Pavimentada,040EGO0110
5074,ENTR. GO-515 (GOIATUBA) - ENTR. GO-040(A),Pavimentada,320EGO0030
5075,ENTR. GO-419 - ENTR. BR-490/213 (MORRINHOS),Pavimentada,476EGO0010
5076,ENTR GO-147(B) - ENTR GO-476 (MORRINHOS),Duplicada,490BGO0098
5077,INÍCIO PISTA DUPLA - ENTR GO-147(B),Duplicada,490BGO0095
5078,ENTR GO-443 - ENTR GO-147(A),Pavimentada,490BGO0090
5079,,Pavimentada,443EGO0040
5080,ENTR. GO-507 - ENTR. BR-490/GO-213,Leito Natural,443EGO0030
5081,ENTR GO-139(B) - ENTR GO-507 (P/POUSADA DO RIO QUENTE),Pavimentada,490BGO0080
5082,RIO QUENTE - POUSADA DO RIO QUENTE,Pavimentada,507EGO0020
5083,ENTR. BR-490 (B) / GO-213 (B) (P/MORRINHOS) - ENTR. GO-470,Pavimentada,147EGO0030
5084,,Pavimentada,147EGO0035
5085,ENTR. BR-490 (B)/GO-213 (B) - ENTR. GO-217,Pavimentada,139EGO0080
5086,ENTR GO-139(A)/309(B) - ENTR GO-139(B),Pavimentada,490BGO0071
5087,ENTR GO-507 (P/POUSADA DO RIO QUENTE) - ENTR GO-443,Pavimentada,490BGO0085
5088,ENTR. GO-147 - ENTR. BR-352/GO-020,Implantada,450EGO0010
5089,,Pavimentada,147EGO0055
5090,ENTR. GO-450 - ENTR. BR-352(A)/GO-020(A),Pavimentada,147EGO0060
5091,ENTR GO-147/219 (BELA VISTA DE GOIÁS) - ENTR GO-147(B),Pavimentada,352BGO0025
5092,ENTR. BR-352(B)/GO-020(B) (CRISTIANOPOLIS) - ENTR. GO-219 (S. M. PASSA QUATRO),Pavimentada,139EGO0110
5093,ENTR. BR-352 (B)/GO-020 (B)/309 (PIRES DO RIO) - ENTR. GO-219/486 (ORIZONA),Pavimentada,330EGO0170
5094,ENTR GO-409 (P/MAURILÂNDIA) - ENTR GO-410 (P/PORTEIRÃO),Pavimentada,452BGO0032
5095,ENTR. GO-210 - ENTR. GO-423,Pavimentada,040EGO0140
5096,ENTR. GO-040 - ENTR. GO-423 (VENDA SECA),Pavimentada,210EGO0330
5097,ENTR GO-040 - ENTR BR-154(A)/483(A)/GO-206(A) (P/CACHOEIRA DOURADA),Pavimentada,452BGO0050
5098,ENTR. BR-483/GO-164/206 (QUIRINOPOLIS) - DENISLOPOLIS,Em obras de pavimentação,319EGO0010
5099,DENISLOPOLIS - CASTELANDIA,Leito Natural,319EGO0015
5100,ENTR GO-040 (INACIOLÂNDIA) - GOUVELÂNDIA,Pavimentada,483BGO0060
5101,ALMERINDONÓPOLIS - ENTR GO-040 (INACIOLÂNDIA),Pavimentada,483BGO0055
5102,ENTR BR-154(B) (CACHOEIRA DOURADA) - ALMERINDONÓPOLIS,Pavimentada,483BGO0050
5103,ENTR. BR-452 (P/ BOM JESUS DE GOIAS) - ENTR. BR-483/ GO-206 (INACIOLANDIA),Leito Natural,040EGO0170
5104,ENTR. BR-483(B)/GO-206/319 (P/QUIRINOPOLIS) - ENTR. GO-527 (P/RIVERLANDIA),Pavimentada,164EGO0130
5105,ENTR. GO-309/419 (BURITI ALEGRE) - ENTR. BR-153 (A),Pavimentada,210EGO0250
5106,ENTR. GO-505 - ENTR. GO-309/419 (BURITI ALEGRE),Pavimentada,210EGO0240
5107,ENTR. GO-307 - CORUMBAZUL,Leito Natural,505EGO0020
5108,DIV. GO/MG - ENTR. GO-307,Leito Natural,505EGO0010
5109,ENTR. GO-505 (DIV. GO/MG) - ENTR. GO-139/210(A) (CORUMBAIBA),Leito Natural,307EGO0010
5110,ENTR. GO-210 (A)/GO-307 (CORUMBAÍBA) - ENTR. GO-210 (B) (MARZAGÃO),Pavimentada,139EGO0030
5111,DIV. GO/MG - ENTR. GO-210 (A)/GO-307 (CORUMBAÍBA),Pavimentada,139EGO0010
5112,ENTR. GO-305 (CUMARI) - ENTR. GO-511,Leito Natural,402EGO0030
5113,ENTR. GO-509/511 (ANHANGUERA) - ENTR. GO-402 (CUMARI),Pavimentada,305EGO0010
5114,ENTR GO-206(B) - ENTR BR-153(A)/154(B)/483(B),Pavimentada,452BGO0070
5115,ENTR BR-154(A)/483(A)/GO-206(A) (P/CACHOEIRA DOURADA) - ENTR GO-206(B),Pavimentada,452BGO0060
5116,ENTR BA-120 (P/GONGOGI) - ENTR BR-101(A) (AURELINO LEAL),Implantada,030BBA0430
5117,ENTR. BR-153/452/GO-309 (ITUMBIARA) - ENTR. BR-154 (A)/452 (A)/483 (A),Duplicada,206EGO0030
5118,ENTR. GO-139(B) (MARZAGAO) - ENTR. GO-147 (AGUA LIMPA),Pavimentada,210EGO0210
5119,ENTR. GO-402 (CUMARI) - ENTR. GO-210 (A) (GOIANDIRA),Pavimentada,305EGO0030
5120,ENTR. GO-305 (A) - ENTR. GO-305 (B) (GOIANDIRA),Pavimentada,210EGO0120
5121,ENTR. GO-305(B) - ENTR. BR-352/GO-330,Em obras de pavimentação,305EGO0050
5122,ENTR. BR-483/GO-206 (P/CACHOEIRA DOURADA) - ENTR. BR-153/452/GO-206(ITUMBIARA),Em obras de pavimentação,309EGO0010
5123,ENTR. BR-153/452 - ENTR. GO-210/309(A) (BURITI ALEGRE),Leito Natural,419EGO0010
5124,ENTR. BR-050 - ENTR. GO-305 (CUMARI),Leito Natural,402EGO0010
5125,ENTR. GO-174 (B) - ENTR. BR-364,Pavimentada,206EGO0210
5126,ENTR. GO-206(B) - ENTR. GO-422,Leito Natural,174EGO0110
5127,ENTR. GO-422 - ENTR. GO-401,Pavimentada,174EGO0120
5128,ENTR. GO-461 (A)/541 - ENTR. GO-461 (B),Em obras de pavimentação,194EGO0040
5129,BALIZA - ENTR. GO-421,Em obras de pavimentação,194EGO0110
5130,ENTR. GO-221 - BALIZA,Leito Natural,194EGO0090
5131,ENTR. GO-194(B) - ENTR. GO-221,Leito Natural,461EGO0070
5132,ENTR. GO-405 - RIO CAIAPÓ,Em obras de pavimentação,050EGO0230
5133,ENTR. GO-401 - ENTR. BR-060A,Pavimentada,174EGO0130
5134,ENTR. GO-173 (ISRAELÂNDIA) - ENTR. GO-174 (A)/GO-221/320 (IPORÁ),Pavimentada,060EGO0210
5135,KM 11 - ENTR. BR-251(A)/530(A) (ARUANA),Implantada,173EGO0120
5136,ENTR GO-164(B)/530(A) (ARAGUAPAZ) - ENTR GO-070/173(A),Pavimentada,251BGO0926
5137,ENTR GO-483 (SANTA ISABEL) - ENTR BR-153/GO-480(B) (RIALMA),Pavimentada,251BGO0850
5138,ENTR. BR-070(B)/GO-070(B) (ITABERAI) - ENTR. GO-427 (HEITORAI),Pavimentada,156EGO0230
5139,ENTR GO-164(A) - ENTR GO-164(B) (CIDADE DE GOIÁS),Pavimentada,070BGO0170
5140,UIRAPURU - ENTR. GO239(A),Implantada,156EGO0410
5141,ENTR. GO-154 (SANTA TEREZINHA DE GOIÁS) - ENTR. BR-080/GO-428 (N. IGUAÇU DE GOIÁS),Implantada,347EGO0150
5142,ENTR. GO-439 (HIDROLINA) - ENTR. GO-154 (LUZELANDIA),Em obras de pavimentação,338EGO0140
5143,ENTR. GO-154/336 (ITAPACI) - ENTR. GO-338 (A),Leito Natural,459EGO0010
5144,DIV TO/GO - ENTR GO-448 (P/NOVO PLANALTO),Pavimentada,153BGO0312
5145,ENTR GO-237(B) - QUEBRA LINHA,Pavimentada,414BGO0083
5146,ENTR. GO-330 (PETROLINA DE GOIÁS) - ENTR. GO-529 (SÃO FRANCISCO DE GOIÁS),Pavimentada,080EGO0130
5147,,,GO5535147
5148,ENTR. BR-414(PLANALMIRA) - ENTR. GO.225/431(PIRENOPOLIS),Pavimentada,338EGO0030
5149,ENTR GO-225 (CORUMBÁ DE GOIÁS) - ENTR GO-338 (PLANALMIRA),Pavimentada,414BGO0132
5150,ENTR. GO-320(B) - ENTR. GO-210,Pavimentada,040EGO0130
5151,ENTR. GO-040(B) (PONTALINA) - ENTR. GO-319(A),Pavimentada,215EGO0030
5152,ENTR. GO-060/154 (SANTA BARBARA) - ENTR. GO-070 (GOIANIRA),Leito Natural,441EGO0010
5153,ENTR. GO-333 - ENTR. GO-050(A)/320(A)/411 (PARAUNA),Em obras de pavimentação,164EGO0280
5154,ENTR. GO-162/333 (JANDAIA) - ENTR. GO-408,Pavimentada,320EGO0170
5155,VARJAO - ENTR. BR-060,Pavimentada,413EGO0030
5156,ENTR. GO-413 - ENTR. GO-040(A)/219(A) (ARAGOIANIA),Leito Natural,319EGO0210
5157,ENTR. GO-139 (S?O MIGUEL PASSA QUATRO) - ENTR. BR-352/GO-020/147 (B. VISTA),Leito Natural,219EGO0050
5158,ENTR. GO-527 (P/RIVERLANDIA) - ENTR. BR-452(A),Pavimentada,164EGO0150
5159,ENTR. BR-452(B) - ENTR. GO-210 (SANTO ANTONIO),Leito Natural,319EGO0050
5160,ENTR. GO-210(B) - ENTR. BR-490(A)/GO-213(A),Leito Natural,307EGO0050
5161,ENTR BR-490/GO-213/307 (IPAMERI) - ENTR GO-305 (P/GOIANDIRA),Pavimentada,352BGO0085
5162,ENTR DF-075 - ENTR DF-085 (TAGUATINGA),Duplicada,251BDF0630
5163,ENTR. BR-070 (B) - ENTR. DF-190,Pavimentada,180DDF0290
5164,ENTR. GO-173 - DIV. GO/MT (PEIXE),Implantada,454EGO0030
5165,ENTR. GO-347 (P/MOZARLÂNDIA) - ENTR. GO-454,Pavimentada,164EGO0720
5166,,,GO3345166
5167,,Leito Natural,156EGO0355
5168,ENTR. GO-347 (SANTA TEREZINHA DE GOIAS) - CAMPOS VERDES,Pavimentada,154EGO0410
5169,ENTR. GO-336(B) - ENTR. GO-439 (PILAR DE GOIAS),Pavimentada,154EGO0350
5170,ENTR. GO-154 (PILAR DE GOIAS) - ENTR. GO-338 (HIDROLINA),Leito Natural,439EGO0030
5171,ENTR. GO-336 - GUARINOS,Leito Natural,439EGO0010
5172,GUARINOS - ENTR. GO-154 (PILAR DE GOIAS),Em obras de pavimentação,439EGO0020
5173,ENTR BR-153(A)/GO-342(B) - ENTR BR-153(B)/GO-237 (URUAÇÚ),Pavimentada,080BGO0190
5174,ENTR GO-427 (JARAGUÁ) - ENTR BR-070,Pavimentada,153BGO0510
5175,ENTR GO-080(A) (P/GOIANÉSIA) - ENTR GO-427 (JARAGUÁ),Pavimentada,153BGO0495
5176,ENTR. GO-230 (CAICARA) - CIBELE,Leito Natural,482EGO0010
5177,CIBELA - ENTR. GO-156 (MORRO AGUDO DE GOIAS),Leito Natural,482EGO0030
5178,ENTR. GO-338 (MALHADOR) - ENTR. GO-479,Leito Natural,473GO0010
5179,ENTR. GO-164 - ENTR. GO-525,Leito Natural,429EGO0010
5180,ENTR. DF-180 - ENTR. VC-321,Leito Natural,190DDF0010
5181,ENTR. DF - 190 ENTR. BR - 060,Pavimentada,280DDF0030
5182,ENTR. VC-321 - ENTR. DF-280 (A),Leito Natural,190DDF0030
5183,ENTR. GO-225 (CIDADE ECLETICA) - ENTR. BR-070 (AGUAS LINDAS DE GOIAS),Leito Natural,547EGO0010
5184,ENTR GO-435(A) - ENTR BR-414(A)/GO-435(B),Leito Natural,251BGO0790
5185,ENTR BR-080(B) - ENTR GO-435(A),Planejada,251BGO0780
5186,ENTR BR-251(B)/GO-435 - ENTR BR-070(A),Pavimentada,414BGO0115
5187,ENTR BR-414(B) (COCALZINHO DE GOIAS) - ENTR GO-338,Em obras de pavimentação,070BGO0085
5188,ENTR. GO-174 - LAGOA DO APORE,Leito Natural,302EGO0030
5189,ENTR. BR-483/GO-164 - ENTR. GO-174,Leito Natural,302EGO0020
5190,ENTR. GO-465 - ENTR. BR-158,Leito Natural,341EGO0150
5191,ENTR. GO-220 - ENTR. GO-465,Leito Natural,341EGO0130
5192,ENTR GO-467 - ENTR BR-158(B) (ESTREITO),Pavimentada,060BGO0312
5193,ENTR. GO-060/174/320 (IPORA) - ENTR. GO-533 (P/CAMPOLANDIA),Pavimentada,221EGO0010
5194,ENTR. GO-221 - CAMPOLÂNDIA,Leito Natural,533EGO0010
5195,ENTR.BR-251 (B)/GO-434 (A) - ENTR. GO-434 (B),Pavimentada,154EGO0270
